#	Powered by Chinese Virtual Observatory (China-VO): www.china-vo.org 2017-02-28 09:39:52
#	In case of problem: please contact support@lamost.org
#----------------------------------------------------------------------------
#	obsid,long,I8,
#	obsdate,date,A40,
#	lmjd,int,I4,
#	mjd,int,I4,
#	planid,char,A40,
#	spid,int,I2,
#	fiberid,int,I2,
#	class,char,A20,
#	subclass,char,A20,
#	z,double,F21.10,
#	ra,double,F16.10,
#	dec,double,F16.10,
#	teff,double,F10.10,
#	logg,double,F10.10,
#	feh,double,F10.10,
#	rv,double,F10.10,
#----------------------------------------------------------------------------
obsid,obsdate,lmjd,mjd,planid,spid,fiberid,class,subclass,z,ra,dec,teff,logg,feh,rv
248109064,2014-09-15,56916,56915,HD202734N382625V01,9,64,STAR,F5,-0.0001041387,307.7371510000,39.4796230000,6602.05,4.014,0.252,-31.22
248109071,2014-09-15,56916,56915,HD202734N382625V01,9,71,STAR,F4,-0.0001073743,307.9977540000,39.6676010000,6711.76,4.111,0.178,-32.19
205203030,2014-01-09,56667,56666,HD104840S015732V,3,30,STAR,G3,-0.0001387293,161.2417960000,-2.2384490000,5779.34,4.525,0.057,-41.59
205203078,2014-01-09,56667,56666,HD104840S015732V,3,78,STAR,A7V,-0.0001974500,161.0023510000,-1.9877320000, , , , 
205203081,2014-01-09,56667,56666,HD104840S015732V,3,81,STAR,G0,-0.0000010674,160.7804160000,-2.1732580000,5922.96,3.908,-0.111,-0.32
205203093,2014-01-09,56667,56666,HD104840S015732V,3,93,STAR,F2,0.0000099069,160.9932140000,-2.0307030000,6109.88,3.938,0.068,2.97
205203185,2014-01-09,56667,56666,HD104840S015732V,3,185,STAR,G3,-0.0001227849,161.3955950000,-2.1775420000,5771.44,4.315,0.028,-36.81
29907108,2012-01-13,55940,55939,GAC_103N06_V1,7,108,STAR,A2V,0.0001202800,104.6259600000,5.1222370000, , , , 
55103058,2012-09-28,56199,56198,EG010159N023133V_1,3,58,STAR,F5,-0.0000810894,14.2940100000,2.7755500000,6370.81,3.999,0.047,-24.31
55103235,2012-09-28,56199,56198,EG010159N023133V_1,3,235,STAR,A0III,0.0002852400,14.1926100000,1.9553600000, , , , 
29911068,2012-01-13,55940,55939,GAC_103N06_V1,11,68,STAR,F0,0.0000772201,104.0456400000,8.4232700000,7155.88,3.775,0.422,23.15
248115015,2014-09-15,56916,56915,HD202734N382625V01,15,15,STAR,A1V,0.0000525300,306.5095940000,39.4195720000, , , , 
248115044,2014-09-15,56916,56915,HD202734N382625V01,15,44,STAR,F0,0.0000066046,307.1334040000,39.7087830000,7037.41,3.819,0.136,1.98
248115045,2014-09-15,56916,56915,HD202734N382625V01,15,45,STAR,A2IV,-0.0000315600,306.9410790000,39.8216460000, , , , 
248115107,2014-09-15,56916,56915,HD202734N382625V01,15,107,STAR,F6,0.0000038026,306.9114410000,39.1919380000,6352.35,3.992,0.132,1.14
248115162,2014-09-15,56916,56915,HD202734N382625V01,15,162,STAR,F2,-0.0002130474,306.1019680000,39.7969450000,6108.74,3.981,-0.105,-63.87
248115198,2014-09-15,56916,56915,HD202734N382625V01,15,198,STAR,A6IV,-0.0001483026,306.7633140000,39.1515970000,8263.39,3.850,-0.309,-44.46
248115236,2014-09-15,56916,56915,HD202734N382625V01,15,236,STAR,F0,-0.0000704487,305.9072250000,39.2414190000,6900.08,4.118,-0.149,-21.12
248115247,2014-09-15,56916,56915,HD202734N382625V01,15,247,STAR,F0,-0.0000377595,306.3035400000,39.2366520000,6758.33,4.135,-0.090,-11.32
234404104,2014-04-09,56757,56756,VB139N57V2,4,104,STAR,F6,-0.0000984681,140.4884200000,57.6652340000,6426.09,4.170,0.031,-29.52
234404247,2014-04-09,56757,56756,VB139N57V2,4,247,STAR,F7,0.0001600774,140.5548000000,57.7297440000,6178.28,4.178,-0.150,47.99
277609019,2014-12-08,57000,56999,HD084649N380231V01,9,19,STAR,A2V,-0.0000716500,132.6160410000,38.1909230000, , , , 
205202051,2014-01-09,56667,56666,HD104840S015732V,2,51,STAR,G1,-0.0001982705,161.5503050000,-3.6647050000,5792.61,4.220,-0.570,-59.44
60909179,2012-10-06,56207,56206,EG034015N073506B03,9,179,STAR,F0,0.0000423626,56.2458900000,8.3205600000,6411.58,4.193,0.117,12.70
248103013,2014-09-15,56916,56915,HD202734N382625V01,3,13,STAR,B6,-0.0001420300,305.9284570000,37.8992920000, , , , 
248103039,2014-09-15,56916,56915,HD202734N382625V01,3,39,STAR,F0,-0.0001191491,305.6399230000,38.0695850000,6939.52,4.047,-0.010,-35.72
248103068,2014-09-15,56916,56915,HD202734N382625V01,3,68,STAR,A7IV,0.0000465300,305.5095580000,38.7569680000, , , , 
248103071,2014-09-15,56916,56915,HD202734N382625V01,3,71,STAR,A0III,-0.0001219300,305.5873300000,38.7248550000, , , , 
248103073,2014-09-15,56916,56915,HD202734N382625V01,3,73,STAR,A6IV,-0.0000997023,305.4862040000,38.5914230000,8239.76,3.827,-0.140,-29.89
248103078,2014-09-15,56916,56915,HD202734N382625V01,3,78,STAR,F4,-0.0001798911,305.4793940000,38.3591220000,6650.58,4.016,0.056,-53.93
248103103,2014-09-15,56916,56915,HD202734N382625V01,3,103,STAR,A0III,-0.0001072400,305.2556310000,39.0144480000, , , , 
248103152,2014-09-15,56916,56915,HD202734N382625V01,3,152,STAR,F3,-0.0000284197,305.4550070000,38.4430750000,6607.05,4.233,-0.253,-8.52
248103154,2014-09-15,56916,56915,HD202734N382625V01,3,154,STAR,F5,-0.0001911322,305.8448650000,38.5514900000,6562.71,3.952,0.085,-57.30
248103159,2014-09-15,56916,56915,HD202734N382625V01,3,159,STAR,F3,-0.0001040053,305.6861940000,38.6613320000,6854.87,3.859,0.172,-31.18
248103173,2014-09-15,56916,56915,HD202734N382625V01,3,173,STAR,B9,-0.0000751400,305.7619840000,38.4557880000, , , , 
248103200,2014-09-15,56916,56915,HD202734N382625V01,3,200,STAR,B9,-0.0000990900,305.6743460000,38.1770840000, , , , 
248103228,2014-09-15,56916,56915,HD202734N382625V01,3,228,STAR,A1V,-0.0000406800,305.2342740000,38.0686990000, , , , 
248103231,2014-09-15,56916,56915,HD202734N382625V01,3,231,STAR,A0III,0.0000735800,305.3453750000,37.8601360000, , , , 
248111057,2014-09-15,56916,56915,HD202734N382625V01,11,57,STAR,F0,-0.0000776871,307.2011230000,40.1701340000,6720.41,4.170,-0.111,-23.29
248111061,2014-09-15,56916,56915,HD202734N382625V01,11,61,STAR,A6IV,-0.0000591900,307.4521670000,40.2969480000, , , , 
248111071,2014-09-15,56916,56915,HD202734N382625V01,11,71,STAR,A2IV,-0.0000802800,307.6280560000,40.3650600000, , , , 
248111076,2014-09-15,56916,56915,HD202734N382625V01,11,76,STAR,B6,-0.0000435200,306.7644340000,40.0504930000, , , , 
248111093,2014-09-15,56916,56915,HD202734N382625V01,11,93,STAR,A7V,-0.0001412700,306.3975750000,40.0208700000, , , , 
248111135,2014-09-15,56916,56915,HD202734N382625V01,11,135,STAR,A7V,-0.0001069073,306.6506930000,40.8150720000,7701.49,4.004,-0.102,-32.05
248111168,2014-09-15,56916,56915,HD202734N382625V01,11,168,STAR,A5V,-0.0001140400,306.0767210000,40.6477600000, , , , 
248111190,2014-09-15,56916,56915,HD202734N382625V01,11,190,STAR,A7V,-0.0001482400,307.0478170000,40.4069910000, , , , 
248111192,2014-09-15,56916,56915,HD202734N382625V01,11,192,STAR,F6,-0.0001434659,306.6504060000,40.4747200000,6435.87,4.129,0.134,-43.01
248111202,2014-09-15,56916,56915,HD202734N382625V01,11,202,STAR,A7V,0.0000090800,307.1350370000,40.6712640000, , , , 
248111228,2014-09-15,56916,56915,HD202734N382625V01,11,228,STAR,F5,-0.0000679804,307.1976430000,40.3536160000,6393.07,4.060,-0.041,-20.38
248111243,2014-09-15,56916,56915,HD202734N382625V01,11,243,STAR,A6IV,-0.0001120200,307.0802190000,40.0781260000, , , , 
29912126,2012-01-13,55940,55939,GAC_103N06_V1,12,126,STAR,A5V,0.0001757200,104.3605500000,8.4483680000, , , , 
248104014,2014-09-15,56916,56915,HD202734N382625V01,4,14,STAR,G2,0.0000462987,306.3262870000,38.6290190000,5935.38,3.929,-0.002,13.88
248104039,2014-09-15,56916,56915,HD202734N382625V01,4,39,STAR,A6IV,-0.0000182600,306.7308210000,38.9322670000, , , , 
248104045,2014-09-15,56916,56915,HD202734N382625V01,4,45,STAR,A0III,-0.0002989800,306.7925510000,38.9004380000, , , , 
248104046,2014-09-15,56916,56915,HD202734N382625V01,4,46,STAR,F5,-0.0001183819,306.5013320000,39.0260720000,6402.99,3.826,-0.005,-35.49
248104050,2014-09-15,56916,56915,HD202734N382625V01,4,50,STAR,F5,-0.0002359299,306.7675680000,38.9669830000,6276.85,4.169,-0.577,-70.73
248104065,2014-09-15,56916,56915,HD202734N382625V01,4,65,STAR,G2,0.0000221820,307.0489820000,38.6729810000, , , , 
248104076,2014-09-15,56916,56915,HD202734N382625V01,4,76,STAR,F4,-0.0000805557,306.9825310000,37.9682620000,6621.83,4.097,0.069,-24.15
248104079,2014-09-15,56916,56915,HD202734N382625V01,4,79,STAR,F0,-0.0000557052,307.3008980000,37.9282910000,7299.09,4.048,0.079,-16.70
248104081,2014-09-15,56916,56915,HD202734N382625V01,4,81,STAR,A2V,0.0000959600,307.4773440000,38.0403380000, , , , 
248104087,2014-09-15,56916,56915,HD202734N382625V01,4,87,STAR,F7,-0.0000978010,307.3778220000,37.8961230000,6243.88,3.986,0.159,-29.32
248104099,2014-09-15,56916,56915,HD202734N382625V01,4,99,STAR,F9,-0.0001363276,307.0914830000,38.0216040000,6119.49,4.324,-0.007,-40.87
248104126,2014-09-15,56916,56915,HD202734N382625V01,4,126,STAR,A7IV,0.0000263700,306.7199390000,37.9433750000, , , , 
248104130,2014-09-15,56916,56915,HD202734N382625V01,4,130,STAR,F3,0.0000333898,306.7986630000,37.9608660000,6779.35,4.056,0.023,10.01
248104135,2014-09-15,56916,56915,HD202734N382625V01,4,135,STAR,A1V,0.0000233000,306.5540170000,37.9035490000, , , , 
248104167,2014-09-15,56916,56915,HD202734N382625V01,4,167,STAR,F0,-0.0000509019,306.6864050000,38.3768260000,7290.33,4.057,0.144,-15.26
248104168,2014-09-15,56916,56915,HD202734N382625V01,4,168,STAR,A2V,0.0000036400,306.1365440000,38.5108100000, , , , 
248104188,2014-09-15,56916,56915,HD202734N382625V01,4,188,STAR,F3,-0.0000118415,306.8417310000,38.6693610000,6681.50,4.165,0.029,-3.55
248104215,2014-09-15,56916,56915,HD202734N382625V01,4,215,STAR,A6IV,0.0000195100,307.3360340000,38.9095490000, , , , 
248104229,2014-09-15,56916,56915,HD202734N382625V01,4,229,STAR,A2IV,2.800E-7,307.3916270000,38.5317170000, , , , 
248104246,2014-09-15,56916,56915,HD202734N382625V01,4,246,STAR,F9,-0.0001328919,307.3172840000,38.5118410000,5727.70,4.518,-0.020,-39.84
248407014,2014-09-17,56918,56917,HD011253N513608V,7,14,STAR,A5V,-0.0000159700,19.8025900000,49.6965790000, , , , 
248407017,2014-09-17,56918,56917,HD011253N513608V,7,17,STAR,B6,-0.0001162200,19.7312020000,49.9062139000, , , , 
248407028,2014-09-17,56918,56917,HD011253N513608V,7,28,STAR,F5,-0.0001315577,19.2317900000,49.9575040000,6121.24,2.170,0.269,-39.44
29904108,2012-01-13,55940,55939,GAC_103N06_V1,4,108,STAR,A1V,0.0000699300,103.7611300000,6.5316000000, , , , 
248112080,2014-09-15,56916,56915,HD202734N382625V01,12,80,STAR,A7V,-0.0000167800,308.0267810000,40.0511150000, , , , 
248112145,2014-09-15,56916,56915,HD202734N382625V01,12,145,STAR,A3IV,8.400E-7,307.7979320000,39.9829680000, , , , 
248112235,2014-09-15,56916,56915,HD202734N382625V01,12,235,STAR,A6IV,-0.0001460010,308.2979550000,40.4608550000,8171.20,3.888,-0.262,-43.77
248112242,2014-09-15,56916,56915,HD202734N382625V01,12,242,STAR,G0,-0.0001053729,308.2312270000,40.4878030000,6056.42,4.228,0.073,-31.59
205215145,2014-01-09,56667,56666,HD104840S015732V,15,145,STAR,F7,-0.0000910630,162.2796810000,-0.9611190000,5874.04,4.034,-0.587,-27.30
248101018,2014-09-15,56916,56915,HD202734N382625V01,1,18,STAR,F8,0.0000114412,307.1078590000,36.1219150000,6202.41,4.213,0.177,3.43
248101042,2014-09-15,56916,56915,HD202734N382625V01,1,42,STAR,F5,-0.0001378954,306.1794920000,36.2974440000,6534.32,4.210,0.133,-41.34
248101054,2014-09-15,56916,56915,HD202734N382625V01,1,54,STAR,F0,-0.0001514715,306.4071140000,36.6521530000,7056.14,3.923,0.026,-45.41
248101057,2014-09-15,56916,56915,HD202734N382625V01,1,57,STAR,F9,-0.0000311882,306.2737220000,36.4958110000,5868.95,4.127,0.304,-9.35
248101060,2014-09-15,56916,56915,HD202734N382625V01,1,60,STAR,F6,-0.0001212505,306.2835730000,36.7144610000,6407.75,4.313,0.015,-36.35
248101073,2014-09-15,56916,56915,HD202734N382625V01,1,73,STAR,F7,-0.0001096092,306.5679680000,36.9143370000,6110.08,4.095,0.002,-32.86
248101124,2014-09-15,56916,56915,HD202734N382625V01,1,124,STAR,G0,-0.0001652143,307.3837090000,36.3922370000,5960.23,4.395,-0.204,-49.53
248101144,2014-09-15,56916,56915,HD202734N382625V01,1,144,STAR,F0,-0.0001311240,307.3452030000,36.8148470000,6843.69,4.140,-0.199,-39.31
248101158,2014-09-15,56916,56915,HD202734N382625V01,1,158,STAR,F0,-0.0000026352,306.8556870000,36.7603310000,7072.96,4.090,-0.160,-0.79
248101179,2014-09-15,56916,56915,HD202734N382625V01,1,179,STAR,A1V,-0.0001402200,307.4153270000,36.1543880000, , , , 
248101181,2014-09-15,56916,56915,HD202734N382625V01,1,181,STAR,G3,-0.0001319913,307.8311750000,36.1521820000,5521.21,2.619,-0.057,-39.57
248101184,2014-09-15,56916,56915,HD202734N382625V01,1,184,STAR,A6IV,-0.0000886600,307.6029310000,36.1070870000, , , , 
248101197,2014-09-15,56916,56915,HD202734N382625V01,1,197,STAR,A7V,-0.0001767890,307.7630610000,36.1322290000,7940.17,3.892,-0.019,-53.00
205216115,2014-01-09,56667,56666,HD104840S015732V,16,115,STAR,F5,-0.0000950658,161.7782360000,-0.2310770000,6450.09,4.193,-0.067,-28.50
55711083,2012-09-29,56200,56199,EG020152N075151V_1,11,83,STAR,F3,0.0000352911,30.3119600000,9.5296600000,6637.52,4.137,-0.240,10.58
143902203,2013-04-12,56395,56394,GAC126N07V1,2,203,STAR,A5V,0.0000283863,125.0935000000,5.6607980000,8185.40,4.196,-0.155,8.51
165306023,2013-10-16,56582,56581,VB012N41V2,6,23,STAR,A7V,0.0000381800,14.4526040000,40.0059810000, , , , 
165306093,2013-10-16,56582,56581,VB012N41V2,6,93,STAR,F9,-0.0002118132,14.6198700000,40.6821100000,5731.37,4.247,0.183,-63.50
248202135,2014-09-15,56916,56915,VB042N46V1,2,135,STAR,A1IV,-0.0000796700,41.3128930000,44.9887730000, , , , 
248202211,2014-09-15,56916,56915,VB042N46V1,2,211,STAR,A7V,-0.0000802700,40.7101320000,44.9836350000, , , , 
30103122,2012-01-13,55940,55939,GAC_103N06_V3,3,122,STAR,A1V,0.0000202600,102.5985400000,7.3024660000, , , , 
55610242,2012-09-29,56200,56199,EG004228N273834V_1,10,242,STAR,A7V,0.0000498300,8.9124800000,27.2704400000, , , , 
248114068,2014-09-15,56916,56915,HD202734N382625V01,14,68,STAR,A7V,-0.0000389700,304.7564600000,38.7138240000, , , , 
248114077,2014-09-15,56916,56915,HD202734N382625V01,14,77,STAR,A2V,-0.0000697400,305.3265033300,39.3539950000, , , , 
248114084,2014-09-15,56916,56915,HD202734N382625V01,14,84,STAR,B9,0.0000350500,305.2188470000,39.4167980000, , , , 
248114160,2014-09-15,56916,56915,HD202734N382625V01,14,160,STAR,A6IV,-0.0000386300,304.9097080000,39.1183910000, , , , 
248114168,2014-09-15,56916,56915,HD202734N382625V01,14,168,STAR,A0III,-0.0000905600,305.0014860000,39.1246670000, , , , 
55307186,2012-09-28,56199,56198,EG025936S071047V_1,7,186,STAR,G0,-0.0000226490,46.6176500000,-8.5895800000,5997.87,3.871,0.086,-6.79
248205101,2014-09-15,56916,56915,VB042N46V1,5,101,STAR,A7V,-0.0001494701,43.1188950000,46.1935500000,7486.99,3.885,0.574,-44.81
234503180,2014-04-12,56760,56759,HD160722N214921V01,3,180,STAR,F6,-0.0000907961,241.1240850000,21.6579270000,6421.63,3.976,0.203,-27.22
11305168,2011-12-07,55903,55902,B90305,5,168,STAR,A2V,-0.0000505700,139.2528115000,30.3746380000, , , , 
29906167,2012-01-13,55940,55939,GAC_103N06_V1,6,167,STAR,A6IV,0.0000348600,105.7277000000,6.0313840000, , , , 
164810225,2013-10-15,56581,56580,VB013N21V1,10,225,STAR,G2,-0.0000196469,11.3656050000,21.0744710000,5850.05,3.878,-0.164,-5.89
164810238,2013-10-15,56581,56580,VB013N21V1,10,238,STAR,F9,-0.0000699817,11.4528880000,21.3154530000,6099.95,4.348,-0.022,-20.98
164803101,2013-10-15,56581,56580,VB013N21V1,3,101,STAR,G2,0.0000219152,11.7666790000,22.1037080000,5954.75,4.297,-0.259,6.57
164803191,2013-10-15,56581,56580,VB013N21V1,3,191,STAR,F5,-0.0000305545,12.1072660000,21.3726010000,6517.08,4.190,0.047,-9.16
164803240,2013-10-15,56581,56580,VB013N21V1,3,240,STAR,G1,0.0000938649,11.6986530000,20.9699630000,5928.72,4.323,0.068,28.14
205206035,2014-01-09,56667,56666,HD104840S015732V,6,35,STAR,F8,-0.0000568060,163.8378030000,-2.3138720000,6205.71,4.329,0.056,-17.03
205206134,2014-01-09,56667,56666,HD104840S015732V,6,134,STAR,F8,-0.0000066713,164.5599580000,-2.4936650000,6208.17,4.146,0.195,-2.00
248203073,2014-09-15,56916,56915,VB042N46V1,3,73,STAR,F0,-0.0001263207,41.3647410000,47.0193250000,7074.47,3.951,0.120,-37.87
164807019,2013-10-15,56581,56580,VB013N21V1,7,19,STAR,G1,-0.0000675801,14.2821940000,19.7160780000,6035.61,4.354,0.134,-20.26
164807106,2013-10-15,56581,56580,VB013N21V1,7,106,STAR,F0,-0.0000317219,13.9806750000,19.8137590000,6489.59,4.163,-0.347,-9.51
164808150,2013-10-15,56581,56580,VB013N21V1,8,150,STAR,G6,-0.0000871603,14.2032110000,20.7297690000,5097.29,3.285,-0.551,-26.13
205309012,2014-01-09,56667,56666,HD133100N262324V,9,12,STAR,F7,-0.0000268519,203.8816260000,26.7167610000,6324.74,4.391,-0.007,-8.05
61001148,2012-10-06,56207,56206,EG034015N073506B04,1,148,STAR,F0,-0.0000908800,55.1990600000,5.8819600000, , , , 
205316103,2014-01-09,56667,56666,HD133100N262324V,16,103,STAR,G3,0.0000193467,202.1878830000,27.9224290000,5678.35,4.414,-0.159,5.80
248204206,2014-09-15,56916,56915,VB042N46V1,4,206,STAR,F5,-0.0001038719,43.0865160000,47.4048500000,6358.67,4.167,-0.145,-31.14
248204240,2014-09-15,56916,56915,VB042N46V1,4,240,STAR,A2V,-0.0002267600,43.5897530000,46.8421290000, , , , 
164804009,2013-10-15,56581,56580,VB013N21V1,4,9,STAR,G2,0.0000282195,12.9840220000,21.6815800000,5846.16,4.195,-0.064,8.46
164804010,2013-10-15,56581,56580,VB013N21V1,4,10,STAR,F5,-0.0002008723,12.7826870000,21.7313290000,6171.84,4.177,-0.443,-60.22
164804053,2013-10-15,56581,56580,VB013N21V1,4,53,STAR,F5,-0.0000561388,13.4198060000,21.6949200000,6427.52,4.168,0.176,-16.83
164804067,2013-10-15,56581,56580,VB013N21V1,4,67,STAR,F7,-0.0000691478,13.6540290000,21.5964370000,6316.50,4.062,0.143,-20.73
164804081,2013-10-15,56581,56580,VB013N21V1,4,81,STAR,F5,-0.0001378620,13.5998460000,20.9997230000,6547.11,3.996,0.026,-41.33
164804086,2013-10-15,56581,56580,VB013N21V1,4,86,STAR,F5,-0.0000593411,13.4752520000,20.9796410000,6357.44,3.856,-0.007,-17.79
164804107,2013-10-15,56581,56580,VB013N21V1,4,107,STAR,F7,-0.0000122752,13.3607940000,21.1656380000,6165.83,3.977,0.072,-3.68
165406181,2013-10-16,56582,56581,VB043N31V1,6,181,STAR,F0,-0.0002133810,45.4463080000,30.8778340000,7103.40,4.111,-0.221,-63.97
205210059,2014-01-09,56667,56666,HD104840S015732V,10,59,STAR,F0,-0.0000542709,160.4727083000,-2.3961417000,6782.96,4.100,-0.098,-16.27
205210114,2014-01-09,56667,56666,HD104840S015732V,10,114,STAR,G3,0.0001199830,159.9354200000,-2.3195580000,5808.41,3.827,0.208,35.97
164805227,2013-10-15,56581,56580,VB013N21V1,5,227,STAR,F8,-0.0000832576,12.0959320000,20.3584960000,6115.26,4.198,0.052,-24.96
164805243,2013-10-15,56581,56580,VB013N21V1,5,243,STAR,A7V,-0.0000296600,12.2899700000,20.5609650000, , , , 
164802039,2013-10-15,56581,56580,VB013N21V1,2,39,STAR,A5V,-0.0000826238,11.5528060000,20.0161320000,8033.94,4.092,-0.333,-24.77
164802065,2013-10-15,56581,56580,VB013N21V1,2,65,STAR,F7,-0.0000543376,12.4242960000,19.8790800000,6279.19,4.297,0.135,-16.29
164802096,2013-10-15,56581,56580,VB013N21V1,2,96,STAR,F7,-0.0000636107,11.3183900000,19.8163190000,6161.11,3.958,0.131,-19.07
248406008,2014-09-17,56918,56917,HD011253N513608V,6,8,STAR,A2V,-0.0001927200,20.7838492000,50.5987784000, , , , 
248406030,2014-09-17,56918,56917,HD011253N513608V,6,30,STAR,A5V,0.0000439000,21.1852030000,51.3451200000, , , , 
248406046,2014-09-17,56918,56917,HD011253N513608V,6,46,STAR,A6IV,0.0001199100,21.2856290000,51.3493830000, , , , 
248406145,2014-09-17,56918,56917,HD011253N513608V,6,145,STAR,A2V,-0.0000789300,21.6770778000,51.2214844000, , , , 
248406211,2014-09-17,56918,56917,HD011253N513608V,6,211,STAR,A6IV,-0.0000767200,21.0330624000,50.7273575000, , , , 
248406246,2014-09-17,56918,56917,HD011253N513608V,6,246,STAR,F0,-0.0000658456,20.4834850000,50.9546280000,7341.12,3.967,0.090,-19.74
30006166,2012-01-13,55940,55939,GAC_103N06_V2,6,166,STAR,A3IV,0.0001068300,105.9036900000,5.9769030000, , , , 
164910011,2013-10-15,56581,56580,VB013N21V2,10,11,STAR,F5,-0.0000697483,11.0664570000,21.2137850000,6383.85,3.959,0.048,-20.91
164910061,2013-10-15,56581,56580,VB013N21V2,10,61,STAR,F8,0.0000050368,11.0938050000,21.0359920000,6106.00,4.299,-0.153,1.51
164809156,2013-10-15,56581,56580,VB013N21V1,9,156,STAR,F6,0.0000156108,13.6443690000,21.9880790000,6323.20,4.199,0.089,4.68
164809227,2013-10-15,56581,56580,VB013N21V1,9,227,STAR,G3,-0.0000245503,14.2231140000,21.4785860000,5702.63,3.854,-0.042,-7.36
55309175,2012-09-28,56199,56198,EG025936S071047V_1,9,175,STAR,G2,0.0000546712,45.5386800000,-6.4924900000,6091.13,4.382,0.296,16.39
164815158,2013-10-15,56581,56580,VB013N21V1,15,158,STAR,F5,-0.0000441972,12.5458250000,22.8632030000,6439.67,4.160,-0.178,-13.25
164815190,2013-10-15,56581,56580,VB013N21V1,15,190,STAR,F7,-0.0000949657,12.8193960000,22.1826250000,6161.80,3.900,0.145,-28.47
164903051,2013-10-15,56581,56580,VB013N21V2,3,51,STAR,F7,0.0000052370,11.6837470000,21.5181880000,6311.98,4.155,0.086,1.57
164903101,2013-10-15,56581,56580,VB013N21V2,3,101,STAR,G2,0.0000113412,11.7666790000,22.1037080000,5960.23,4.304,-0.255,3.40
164903191,2013-10-15,56581,56580,VB013N21V2,3,191,STAR,F5,-0.0000337233,12.1072660000,21.3726010000,6507.28,4.182,0.041,-10.11
61109179,2012-10-06,56207,56206,EG034015N073506L03,9,179,STAR,F0,0.0000411952,56.2458900000,8.3205600000,6412.53,4.199,0.130,12.35
205306045,2014-01-09,56667,56666,HD133100N262324V,6,45,STAR,F7,-0.0000628768,204.4140390000,26.2661750000,6225.85,4.336,-0.040,-18.85
205306110,2014-01-09,56667,56666,HD133100N262324V,6,110,STAR,F7,-0.0001086418,205.0886640000,25.6080460000,6018.95,4.080,-0.592,-32.57
248410044,2014-09-17,56918,56917,HD011253N513608V,10,44,STAR,A6IV,-0.0001199830,15.4613543000,50.8315797000,8064.85,3.888,-0.088,-35.97
248410048,2014-09-17,56918,56917,HD011253N513608V,10,48,STAR,A2V,-0.0000868900,15.2738330000,50.8087160000, , , , 
248410058,2014-09-17,56918,56917,HD011253N513608V,10,58,STAR,F9,-0.0000071049,15.3505790000,51.0828380000,5705.12,4.538,0.151,-2.13
248410061,2014-09-17,56918,56917,HD011253N513608V,10,61,STAR,A2IV,-0.0000872900,15.2103910000,51.1787680000, , , , 
248410121,2014-09-17,56918,56917,HD011253N513608V,10,121,STAR,F7,-0.0000867267,14.9693020000,51.1866680000,6113.42,4.141,-0.255,-26.00
248410125,2014-09-17,56918,56917,HD011253N513608V,10,125,STAR,A1IV,0.0000157200,14.7698258000,51.1496349000, , , , 
248410141,2014-09-17,56918,56917,HD011253N513608V,10,141,STAR,A6IV,-0.0000464200,14.5784665000,51.3716692000, , , , 
248410152,2014-09-17,56918,56917,HD011253N513608V,10,152,STAR,A3IV,0.0000547900,15.7735140000,50.5665600000, , , , 
248410188,2014-09-17,56918,56917,HD011253N513608V,10,188,STAR,A6IV,-0.0000507900,14.9403110000,50.7900130000, , , , 
248410190,2014-09-17,56918,56917,HD011253N513608V,10,190,STAR,A2IV,-0.0001460200,14.8246460000,50.5601270000, , , , 
248410209,2014-09-17,56918,56917,HD011253N513608V,10,209,STAR,A7IV,-0.0001026100,15.7927590000,50.9058050000, , , , 
248410235,2014-09-17,56918,56917,HD011253N513608V,10,235,STAR,G3,0.0000801221,15.6724500000,51.2876580000,5801.74,4.297,-0.030,24.02
248410246,2014-09-17,56918,56917,HD011253N513608V,10,246,STAR,A5V,-0.0001145900,15.4085494000,51.2667028000, , , , 
248416114,2014-09-17,56918,56917,HD011253N513608V,16,114,STAR,F6,-0.0000597747,17.2134030000,53.2589770000,6234.67,4.197,0.057,-17.92
248416142,2014-09-17,56918,56917,HD011253N513608V,16,142,STAR,A2IV,-0.0000137400,17.3530460000,53.5280260000, , , , 
205307106,2014-01-09,56667,56666,HD133100N262324V,7,106,STAR,G6,-0.0000380597,203.7882800000,24.8066420000,5562.98,4.573,0.016,-11.41
164908150,2013-10-15,56581,56580,VB013N21V2,8,150,STAR,G6,-0.0000908629,14.2032110000,20.7297690000,5096.67,3.286,-0.555,-27.24
164812166,2013-10-15,56581,56580,VB013N21V1,12,166,STAR,A6IV,-0.0000633772,14.8119690000,22.6511360000,7970.12,3.960,-0.106,-19.00
55513008,2012-09-28,56199,56198,EG211454S070515V_1,13,8,STAR,F5,0.0000665300,320.9615800000,-6.5834900000, , , , 
164811094,2013-10-15,56581,56580,VB013N21V1,11,94,STAR,F0,-0.0000462320,13.1170470000,23.1853500000,6634.20,4.012,0.052,-13.86
164811122,2013-10-15,56581,56580,VB013N21V1,11,122,STAR,F0,0.0000231827,13.7953970000,23.3611890000,6606.42,3.969,-0.185,6.95
205304063,2014-01-09,56667,56666,HD133100N262324V,4,63,STAR,F5,0.0000227491,202.8678980000,26.6533550000,6350.13,4.188,-0.500,6.82
164904009,2013-10-15,56581,56580,VB013N21V2,4,9,STAR,G2,0.0000277525,12.9840220000,21.6815800000,5891.79,4.239,-0.036,8.32
164904067,2013-10-15,56581,56580,VB013N21V2,4,67,STAR,F6,-0.0000664793,13.6540290000,21.5964370000,6305.28,4.050,0.140,-19.93
